Entity,Code,Date,"Government Response Stringency Index ((0 to 100, 100 = strictest))"
Afghanistan,AFG,01-Jan-20,0
Afghanistan,AFG,02-Jan-20,0
Afghanistan,AFG,03-Jan-20,0
Afghanistan,AFG,04-Jan-20,0
Afghanistan,AFG,05-Jan-20,0
Afghanistan,AFG,06-Jan-20,0
Afghanistan,AFG,07-Jan-20,0
Afghanistan,AFG,08-Jan-20,0
Afghanistan,AFG,09-Jan-20,0
Afghanistan,AFG,10-Jan-20,0
Afghanistan,AFG,11-Jan-20,0
Afghanistan,AFG,12-Jan-20,0
Afghanistan,AFG,13-Jan-20,0
Afghanistan,AFG,14-Jan-20,0
Afghanistan,AFG,15-Jan-20,0
Afghanistan,AFG,16-Jan-20,0
Afghanistan,AFG,17-Jan-20,0
Afghanistan,AFG,18-Jan-20,0
Afghanistan,AFG,19-Jan-20,0
Afghanistan,AFG,20-Jan-20,0
Afghanistan,AFG,21-Jan-20,0
Afghanistan,AFG,22-Jan-20,0
Afghanistan,AFG,23-Jan-20,0
Afghanistan,AFG,24-Jan-20,0
Afghanistan,AFG,25-Jan-20,0
Afghanistan,AFG,26-Jan-20,0
Afghanistan,AFG,27-Jan-20,0
Afghanistan,AFG,28-Jan-20,0
Afghanistan,AFG,29-Jan-20,0
Afghanistan,AFG,30-Jan-20,0
Afghanistan,AFG,31-Jan-20,0
Afghanistan,AFG,01-Feb-20,0
Afghanistan,AFG,02-Feb-20,0
Afghanistan,AFG,03-Feb-20,0
Afghanistan,AFG,04-Feb-20,0
Afghanistan,AFG,05-Feb-20,0
Afghanistan,AFG,06-Feb-20,0
Afghanistan,AFG,07-Feb-20,0
Afghanistan,AFG,08-Feb-20,0
Afghanistan,AFG,09-Feb-20,0
Afghanistan,AFG,10-Feb-20,0
Afghanistan,AFG,11-Feb-20,0
Afghanistan,AFG,12-Feb-20,0
Afghanistan,AFG,13-Feb-20,0
Afghanistan,AFG,14-Feb-20,0
Afghanistan,AFG,15-Feb-20,0
Afghanistan,AFG,16-Feb-20,0
Afghanistan,AFG,17-Feb-20,0
Afghanistan,AFG,18-Feb-20,0
Afghanistan,AFG,19-Feb-20,0
Afghanistan,AFG,20-Feb-20,0
Afghanistan,AFG,21-Feb-20,0
Afghanistan,AFG,22-Feb-20,0
Afghanistan,AFG,23-Feb-20,8.33
Afghanistan,AFG,24-Feb-20,8.33
Afghanistan,AFG,25-Feb-20,8.33
Afghanistan,AFG,26-Feb-20,8.33
Afghanistan,AFG,27-Feb-20,8.33
Afghanistan,AFG,28-Feb-20,8.33
Afghanistan,AFG,29-Feb-20,8.33
Afghanistan,AFG,01-Mar-20,27.78
Afghanistan,AFG,02-Mar-20,27.78
Afghanistan,AFG,03-Mar-20,27.78
Afghanistan,AFG,04-Mar-20,27.78
Afghanistan,AFG,05-Mar-20,27.78
Afghanistan,AFG,06-Mar-20,27.78
Afghanistan,AFG,07-Mar-20,27.78
Afghanistan,AFG,08-Mar-20,27.78
Afghanistan,AFG,09-Mar-20,27.78
Afghanistan,AFG,10-Mar-20,27.78
Afghanistan,AFG,11-Mar-20,27.78
Afghanistan,AFG,12-Mar-20,27.78
Afghanistan,AFG,13-Mar-20,27.78
Afghanistan,AFG,14-Mar-20,38.89
Afghanistan,AFG,15-Mar-20,38.89
Afghanistan,AFG,16-Mar-20,38.89
Afghanistan,AFG,17-Mar-20,38.89
Afghanistan,AFG,18-Mar-20,41.67
Afghanistan,AFG,19-Mar-20,41.67
Afghanistan,AFG,20-Mar-20,41.67
Afghanistan,AFG,21-Mar-20,41.67
Afghanistan,AFG,22-Mar-20,41.67
Afghanistan,AFG,23-Mar-20,41.67
Afghanistan,AFG,24-Mar-20,50.93
Afghanistan,AFG,25-Mar-20,59.26
Afghanistan,AFG,26-Mar-20,59.26
Afghanistan,AFG,27-Mar-20,59.26
Afghanistan,AFG,28-Mar-20,67.59
Afghanistan,AFG,29-Mar-20,67.59
Afghanistan,AFG,30-Mar-20,67.59
Afghanistan,AFG,31-Mar-20,67.59
Afghanistan,AFG,01-Apr-20,67.59
Afghanistan,AFG,02-Apr-20,67.59
Afghanistan,AFG,03-Apr-20,67.59
Afghanistan,AFG,04-Apr-20,67.59
Afghanistan,AFG,05-Apr-20,78.7
Afghanistan,AFG,06-Apr-20,78.7
Afghanistan,AFG,07-Apr-20,78.7
Afghanistan,AFG,08-Apr-20,78.7
Afghanistan,AFG,09-Apr-20,78.7
Afghanistan,AFG,10-Apr-20,78.7
Afghanistan,AFG,11-Apr-20,78.7
Afghanistan,AFG,12-Apr-20,84.26
Afghanistan,AFG,13-Apr-20,84.26
Afghanistan,AFG,14-Apr-20,84.26
Afghanistan,AFG,15-Apr-20,84.26
Afghanistan,AFG,16-Apr-20,84.26
Afghanistan,AFG,17-Apr-20,84.26
Afghanistan,AFG,18-Apr-20,84.26
Afghanistan,AFG,19-Apr-20,84.26
Afghanistan,AFG,20-Apr-20,84.26
Afghanistan,AFG,21-Apr-20,84.26
Afghanistan,AFG,22-Apr-20,84.26
Afghanistan,AFG,23-Apr-20,84.26
Afghanistan,AFG,24-Apr-20,84.26
Afghanistan,AFG,25-Apr-20,84.26
Afghanistan,AFG,26-Apr-20,84.26
Afghanistan,AFG,27-Apr-20,84.26
Afghanistan,AFG,28-Apr-20,84.26
Afghanistan,AFG,29-Apr-20,84.26
Afghanistan,AFG,30-Apr-20,84.26
Afghanistan,AFG,01-May-20,84.26
Afghanistan,AFG,02-May-20,84.26
Afghanistan,AFG,03-May-20,84.26
Afghanistan,AFG,04-May-20,84.26
Afghanistan,AFG,05-May-20,84.26
Afghanistan,AFG,06-May-20,84.26
Afghanistan,AFG,07-May-20,84.26
Afghanistan,AFG,08-May-20,84.26
Afghanistan,AFG,09-May-20,84.26
Afghanistan,AFG,10-May-20,84.26
Afghanistan,AFG,11-May-20,84.26
Afghanistan,AFG,12-May-20,84.26
Afghanistan,AFG,13-May-20,84.26
Afghanistan,AFG,14-May-20,84.26
Afghanistan,AFG,15-May-20,84.26
Afghanistan,AFG,16-May-20,84.26
Afghanistan,AFG,17-May-20,84.26
Afghanistan,AFG,18-May-20,84.26
Afghanistan,AFG,19-May-20,84.26
Afghanistan,AFG,20-May-20,84.26
Afghanistan,AFG,21-May-20,84.26
Afghanistan,AFG,22-May-20,84.26
Afghanistan,AFG,23-May-20,84.26
Afghanistan,AFG,24-May-20,84.26
Afghanistan,AFG,25-May-20,84.26
Afghanistan,AFG,26-May-20,84.26
Afghanistan,AFG,27-May-20,84.26
Afghanistan,AFG,28-May-20,84.26
Afghanistan,AFG,29-May-20,84.26
Afghanistan,AFG,30-May-20,84.26
Afghanistan,AFG,31-May-20,84.26
Afghanistan,AFG,01-Jun-20,84.26
Afghanistan,AFG,02-Jun-20,84.26
Afghanistan,AFG,03-Jun-20,84.26
Afghanistan,AFG,04-Jun-20,84.26
Afghanistan,AFG,05-Jun-20,84.26
Afghanistan,AFG,06-Jun-20,84.26
Afghanistan,AFG,07-Jun-20,84.26
Afghanistan,AFG,08-Jun-20,84.26
Afghanistan,AFG,09-Jun-20,78.7
Afghanistan,AFG,10-Jun-20,78.7
Afghanistan,AFG,11-Jun-20,78.7
Afghanistan,AFG,12-Jun-20,78.7
Afghanistan,AFG,13-Jun-20,78.7
Afghanistan,AFG,14-Jun-20,78.7
Afghanistan,AFG,15-Jun-20,78.7
Afghanistan,AFG,16-Jun-20,78.7
Afghanistan,AFG,17-Jun-20,78.7
Afghanistan,AFG,18-Jun-20,78.7
Afghanistan,AFG,19-Jun-20,78.7
Afghanistan,AFG,20-Jun-20,78.7
Afghanistan,AFG,21-Jun-20,78.7
Afghanistan,AFG,22-Jun-20,78.7
Afghanistan,AFG,23-Jun-20,78.7
Afghanistan,AFG,24-Jun-20,78.7
Afghanistan,AFG,25-Jun-20,78.7
Afghanistan,AFG,26-Jun-20,78.7
Afghanistan,AFG,27-Jun-20,78.7
Afghanistan,AFG,28-Jun-20,78.7
Afghanistan,AFG,29-Jun-20,78.7
Afghanistan,AFG,30-Jun-20,78.7
Afghanistan,AFG,01-Jul-20,78.7
Afghanistan,AFG,02-Jul-20,78.7
Afghanistan,AFG,03-Jul-20,78.7
Afghanistan,AFG,04-Jul-20,78.7
Afghanistan,AFG,05-Jul-20,78.7
Afghanistan,AFG,06-Jul-20,78.7
Afghanistan,AFG,07-Jul-20,78.7
Afghanistan,AFG,08-Jul-20,78.7
Afghanistan,AFG,09-Jul-20,78.7
Afghanistan,AFG,10-Jul-20,78.7
Afghanistan,AFG,11-Jul-20,78.7
Afghanistan,AFG,12-Jul-20,78.7
Afghanistan,AFG,13-Jul-20,78.7
Afghanistan,AFG,14-Jul-20,78.7
Afghanistan,AFG,15-Jul-20,78.7
Afghanistan,AFG,16-Jul-20,78.7
Afghanistan,AFG,17-Jul-20,78.7
Afghanistan,AFG,18-Jul-20,78.7
Afghanistan,AFG,19-Jul-20,78.7
Afghanistan,AFG,20-Jul-20,78.7
Afghanistan,AFG,21-Jul-20,78.7
Afghanistan,AFG,22-Jul-20,78.7
Afghanistan,AFG,23-Jul-20,78.7
Afghanistan,AFG,24-Jul-20,78.7
Afghanistan,AFG,25-Jul-20,78.7
Afghanistan,AFG,26-Jul-20,78.7
Afghanistan,AFG,27-Jul-20,78.7
Afghanistan,AFG,28-Jul-20,78.7
Afghanistan,AFG,29-Jul-20,78.7
Afghanistan,AFG,30-Jul-20,78.7
Afghanistan,AFG,31-Jul-20,78.7
Afghanistan,AFG,01-Aug-20,78.7
Afghanistan,AFG,02-Aug-20,78.7
Afghanistan,AFG,03-Aug-20,78.7
Albania,ALB,01-Jan-20,0
Albania,ALB,02-Jan-20,0
Albania,ALB,03-Jan-20,0
Albania,ALB,04-Jan-20,0
Albania,ALB,05-Jan-20,0
Albania,ALB,06-Jan-20,0
Albania,ALB,07-Jan-20,0
Albania,ALB,08-Jan-20,0
Albania,ALB,09-Jan-20,0
Albania,ALB,10-Jan-20,0
Albania,ALB,11-Jan-20,0
Albania,ALB,12-Jan-20,0
Albania,ALB,13-Jan-20,0
Albania,ALB,14-Jan-20,0
Albania,ALB,15-Jan-20,0
Albania,ALB,16-Jan-20,0
Albania,ALB,17-Jan-20,0
Albania,ALB,18-Jan-20,0
Albania,ALB,19-Jan-20,0
Albania,ALB,20-Jan-20,0
Albania,ALB,21-Jan-20,0
Albania,ALB,22-Jan-20,0
Albania,ALB,23-Jan-20,0
Albania,ALB,24-Jan-20,0
Albania,ALB,25-Jan-20,0
Albania,ALB,26-Jan-20,0
Albania,ALB,27-Jan-20,0
Albania,ALB,28-Jan-20,0
Albania,ALB,29-Jan-20,0
Albania,ALB,30-Jan-20,0
Albania,ALB,31-Jan-20,0
Albania,ALB,01-Feb-20,0
Albania,ALB,02-Feb-20,0
Albania,ALB,03-Feb-20,0
Albania,ALB,04-Feb-20,0
Albania,ALB,05-Feb-20,0
Albania,ALB,06-Feb-20,0
Albania,ALB,07-Feb-20,0
Albania,ALB,08-Feb-20,0
Albania,ALB,09-Feb-20,0
Albania,ALB,10-Feb-20,0
Albania,ALB,11-Feb-20,0
Albania,ALB,12-Feb-20,0
Albania,ALB,13-Feb-20,0
Albania,ALB,14-Feb-20,5.56
Albania,ALB,15-Feb-20,5.56
Albania,ALB,16-Feb-20,5.56
Albania,ALB,17-Feb-20,5.56
Albania,ALB,18-Feb-20,5.56
Albania,ALB,19-Feb-20,5.56
Albania,ALB,20-Feb-20,5.56
Albania,ALB,21-Feb-20,5.56
Albania,ALB,22-Feb-20,5.56
Albania,ALB,23-Feb-20,5.56
Albania,ALB,24-Feb-20,5.56
Albania,ALB,25-Feb-20,8.33
Albania,ALB,26-Feb-20,8.33
Albania,ALB,27-Feb-20,8.33
Albania,ALB,28-Feb-20,8.33
Albania,ALB,29-Feb-20,8.33
Albania,ALB,01-Mar-20,8.33
Albania,ALB,02-Mar-20,8.33
Albania,ALB,03-Mar-20,8.33
Albania,ALB,04-Mar-20,8.33
Albania,ALB,05-Mar-20,8.33
Albania,ALB,06-Mar-20,8.33
Albania,ALB,07-Mar-20,8.33
Albania,ALB,08-Mar-20,8.33
Albania,ALB,09-Mar-20,36.11
Albania,ALB,10-Mar-20,41.67
Albania,ALB,11-Mar-20,51.85
Albania,ALB,12-Mar-20,51.85
Albania,ALB,13-Mar-20,78.7
Albania,ALB,14-Mar-20,78.7
Albania,ALB,15-Mar-20,81.48
Albania,ALB,16-Mar-20,81.48
Albania,ALB,17-Mar-20,81.48
Albania,ALB,18-Mar-20,81.48
Albania,ALB,19-Mar-20,81.48
Albania,ALB,20-Mar-20,81.48
Albania,ALB,21-Mar-20,81.48
Albania,ALB,22-Mar-20,81.48
Albania,ALB,23-Mar-20,84.26
Albania,ALB,24-Mar-20,84.26
Albania,ALB,25-Mar-20,84.26
Albania,ALB,26-Mar-20,84.26
Albania,ALB,27-Mar-20,84.26
Albania,ALB,28-Mar-20,84.26
Albania,ALB,29-Mar-20,84.26
Albania,ALB,30-Mar-20,84.26
Albania,ALB,31-Mar-20,84.26
Albania,ALB,01-Apr-20,84.26
Albania,ALB,02-Apr-20,84.26
Albania,ALB,03-Apr-20,84.26
Albania,ALB,04-Apr-20,84.26
Albania,ALB,05-Apr-20,84.26
Albania,ALB,06-Apr-20,84.26
Albania,ALB,07-Apr-20,84.26
Albania,ALB,08-Apr-20,84.26
Albania,ALB,09-Apr-20,84.26
Albania,ALB,10-Apr-20,84.26
Albania,ALB,11-Apr-20,84.26
Albania,ALB,12-Apr-20,84.26
Albania,ALB,13-Apr-20,84.26
Albania,ALB,14-Apr-20,84.26
Albania,ALB,15-Apr-20,84.26
Albania,ALB,16-Apr-20,84.26
Albania,ALB,17-Apr-20,84.26
Albania,ALB,18-Apr-20,89.81
Albania,ALB,19-Apr-20,89.81
Albania,ALB,20-Apr-20,89.81
Albania,ALB,21-Apr-20,89.81
Albania,ALB,22-Apr-20,89.81
Albania,ALB,23-Apr-20,89.81
Albania,ALB,24-Apr-20,89.81
Albania,ALB,25-Apr-20,89.81
Albania,ALB,26-Apr-20,89.81
Albania,ALB,27-Apr-20,89.81
Albania,ALB,28-Apr-20,89.81
Albania,ALB,29-Apr-20,89.81
Albania,ALB,30-Apr-20,89.81
Albania,ALB,01-May-20,89.81
Albania,ALB,02-May-20,89.81
Albania,ALB,03-May-20,89.81
Albania,ALB,04-May-20,89.81
Albania,ALB,05-May-20,89.81
Albania,ALB,06-May-20,89.81
Albania,ALB,07-May-20,89.81
Albania,ALB,08-May-20,89.81
Albania,ALB,09-May-20,89.81
Albania,ALB,10-May-20,89.81
Albania,ALB,11-May-20,89.81
Albania,ALB,12-May-20,89.81
Albania,ALB,13-May-20,89.81
Albania,ALB,14-May-20,89.81
Albania,ALB,15-May-20,89.81
Albania,ALB,16-May-20,89.81
Albania,ALB,17-May-20,89.81
Albania,ALB,18-May-20,83.33
Albania,ALB,19-May-20,83.33
Albania,ALB,20-May-20,83.33
Albania,ALB,21-May-20,83.33
Albania,ALB,22-May-20,83.33
Albania,ALB,23-May-20,83.33
Albania,ALB,24-May-20,83.33
Albania,ALB,25-May-20,83.33
Albania,ALB,26-May-20,86.11
Albania,ALB,27-May-20,86.11
Albania,ALB,28-May-20,86.11
Albania,ALB,29-May-20,86.11
Albania,ALB,30-May-20,86.11
Albania,ALB,31-May-20,86.11
Albania,ALB,01-Jun-20,67.59
Albania,ALB,02-Jun-20,67.59
Albania,ALB,03-Jun-20,67.59
Albania,ALB,04-Jun-20,67.59
Albania,ALB,05-Jun-20,67.59
Albania,ALB,06-Jun-20,67.59
Albania,ALB,07-Jun-20,67.59
Albania,ALB,08-Jun-20,67.59
Albania,ALB,09-Jun-20,67.59
Albania,ALB,10-Jun-20,67.59
Albania,ALB,11-Jun-20,67.59
Albania,ALB,12-Jun-20,67.59
Albania,ALB,13-Jun-20,67.59
Albania,ALB,14-Jun-20,67.59
Albania,ALB,15-Jun-20,67.59
Albania,ALB,16-Jun-20,67.59
Albania,ALB,17-Jun-20,67.59
Albania,ALB,18-Jun-20,67.59
Albania,ALB,19-Jun-20,67.59
Albania,ALB,20-Jun-20,67.59
Albania,ALB,21-Jun-20,67.59
Albania,ALB,22-Jun-20,64.81
Albania,ALB,23-Jun-20,64.81
Albania,ALB,24-Jun-20,64.81
Albania,ALB,25-Jun-20,64.81
Albania,ALB,26-Jun-20,64.81
Albania,ALB,27-Jun-20,64.81
Albania,ALB,28-Jun-20,64.81
Albania,ALB,29-Jun-20,64.81
Albania,ALB,30-Jun-20,64.81
Albania,ALB,01-Jul-20,64.81
Albania,ALB,02-Jul-20,64.81
Albania,ALB,03-Jul-20,64.81
Albania,ALB,04-Jul-20,64.81
Albania,ALB,05-Jul-20,64.81
Albania,ALB,06-Jul-20,59.26
Albania,ALB,07-Jul-20,59.26
Albania,ALB,08-Jul-20,59.26
Albania,ALB,09-Jul-20,59.26
Albania,ALB,10-Jul-20,59.26
Albania,ALB,11-Jul-20,59.26
Albania,ALB,12-Jul-20,59.26
Albania,ALB,13-Jul-20,59.26
Albania,ALB,14-Jul-20,59.26
Albania,ALB,15-Jul-20,59.26
Albania,ALB,16-Jul-20,59.26
Albania,ALB,17-Jul-20,59.26
Albania,ALB,18-Jul-20,59.26
Albania,ALB,19-Jul-20,59.26
Albania,ALB,20-Jul-20,59.26
Albania,ALB,21-Jul-20,59.26
Albania,ALB,22-Jul-20,59.26
Albania,ALB,23-Jul-20,59.26
Albania,ALB,24-Jul-20,59.26
Albania,ALB,25-Jul-20,59.26
Albania,ALB,26-Jul-20,59.26
Albania,ALB,27-Jul-20,59.26
Albania,ALB,28-Jul-20,59.26
Albania,ALB,29-Jul-20,59.26
Albania,ALB,30-Jul-20,59.26
Albania,ALB,31-Jul-20,59.26
Albania,ALB,01-Aug-20,59.26
Albania,ALB,02-Aug-20,59.26
Albania,ALB,03-Aug-20,59.26
Albania,ALB,04-Aug-20,59.26
Albania,ALB,05-Aug-20,59.26
Albania,ALB,06-Aug-20,59.26
Algeria,DZA,01-Jan-20,0
Algeria,DZA,02-Jan-20,0
Algeria,DZA,03-Jan-20,0
Algeria,DZA,04-Jan-20,0
Algeria,DZA,05-Jan-20,0
Algeria,DZA,06-Jan-20,0
Algeria,DZA,07-Jan-20,0
Algeria,DZA,08-Jan-20,0
Algeria,DZA,09-Jan-20,0
Algeria,DZA,10-Jan-20,0
Algeria,DZA,11-Jan-20,0
Algeria,DZA,12-Jan-20,0
Algeria,DZA,13-Jan-20,0
Algeria,DZA,14-Jan-20,0
Algeria,DZA,15-Jan-20,0
Algeria,DZA,16-Jan-20,0
Algeria,DZA,17-Jan-20,0
Algeria,DZA,18-Jan-20,0
Algeria,DZA,19-Jan-20,0
Algeria,DZA,20-Jan-20,0
Algeria,DZA,21-Jan-20,0
Algeria,DZA,22-Jan-20,0
Algeria,DZA,23-Jan-20,0
Algeria,DZA,24-Jan-20,0
Algeria,DZA,25-Jan-20,0
Algeria,DZA,26-Jan-20,0
Algeria,DZA,27-Jan-20,0
Algeria,DZA,28-Jan-20,0
Algeria,DZA,29-Jan-20,0
Algeria,DZA,30-Jan-20,0
Algeria,DZA,31-Jan-20,0
Algeria,DZA,01-Feb-20,0
Algeria,DZA,02-Feb-20,0
Algeria,DZA,03-Feb-20,0
Algeria,DZA,04-Feb-20,0
Algeria,DZA,05-Feb-20,0
Algeria,DZA,06-Feb-20,0
Algeria,DZA,07-Feb-20,0
Algeria,DZA,08-Feb-20,0
Algeria,DZA,09-Feb-20,0
Algeria,DZA,10-Feb-20,0
Algeria,DZA,11-Feb-20,0
Algeria,DZA,12-Feb-20,0
Algeria,DZA,13-Feb-20,0
Algeria,DZA,14-Feb-20,0
Algeria,DZA,15-Feb-20,0
Algeria,DZA,16-Feb-20,0
Algeria,DZA,17-Feb-20,0
Algeria,DZA,18-Feb-20,0
Algeria,DZA,19-Feb-20,0
Algeria,DZA,20-Feb-20,0
Algeria,DZA,21-Feb-20,0
Algeria,DZA,22-Feb-20,0
Algeria,DZA,23-Feb-20,0
Algeria,DZA,24-Feb-20,0
Algeria,DZA,25-Feb-20,0
Algeria,DZA,26-Feb-20,0
Algeria,DZA,27-Feb-20,0
Algeria,DZA,28-Feb-20,0
Algeria,DZA,29-Feb-20,0
Algeria,DZA,01-Mar-20,0
Algeria,DZA,02-Mar-20,0
Algeria,DZA,03-Mar-20,0
Algeria,DZA,04-Mar-20,0
Algeria,DZA,05-Mar-20,5.56
Algeria,DZA,06-Mar-20,5.56
Algeria,DZA,07-Mar-20,5.56
Algeria,DZA,08-Mar-20,5.56
Algeria,DZA,09-Mar-20,5.56
Algeria,DZA,10-Mar-20,16.67
Algeria,DZA,11-Mar-20,16.67
Algeria,DZA,12-Mar-20,30.56
Algeria,DZA,13-Mar-20,30.56
Algeria,DZA,14-Mar-20,36.11
Algeria,DZA,15-Mar-20,36.11
Algeria,DZA,16-Mar-20,36.11
Algeria,DZA,17-Mar-20,38.89
Algeria,DZA,18-Mar-20,38.89
Algeria,DZA,19-Mar-20,38.89
Algeria,DZA,20-Mar-20,38.89
Algeria,DZA,21-Mar-20,38.89
Algeria,DZA,22-Mar-20,38.89
Algeria,DZA,23-Mar-20,75
Algeria,DZA,24-Mar-20,75
Algeria,DZA,25-Mar-20,75
Algeria,DZA,26-Mar-20,75
Algeria,DZA,27-Mar-20,75
Algeria,DZA,28-Mar-20,75
Algeria,DZA,29-Mar-20,75
Algeria,DZA,30-Mar-20,86.57
Algeria,DZA,31-Mar-20,86.57
Algeria,DZA,01-Apr-20,86.57
Algeria,DZA,02-Apr-20,86.57
Algeria,DZA,03-Apr-20,86.57
Algeria,DZA,04-Apr-20,86.57
Algeria,DZA,05-Apr-20,86.57
Algeria,DZA,06-Apr-20,86.57
Algeria,DZA,07-Apr-20,86.57
Algeria,DZA,08-Apr-20,86.57
Algeria,DZA,09-Apr-20,86.57
Algeria,DZA,10-Apr-20,86.57
Algeria,DZA,11-Apr-20,86.57
Algeria,DZA,12-Apr-20,86.57
Algeria,DZA,13-Apr-20,86.57
Algeria,DZA,14-Apr-20,92.13
Algeria,DZA,15-Apr-20,92.13
Algeria,DZA,16-Apr-20,92.13
Algeria,DZA,17-Apr-20,92.13
Algeria,DZA,18-Apr-20,92.13
Algeria,DZA,19-Apr-20,92.13
Algeria,DZA,20-Apr-20,92.13
Algeria,DZA,21-Apr-20,92.13
Algeria,DZA,22-Apr-20,92.13
Algeria,DZA,23-Apr-20,92.13
Algeria,DZA,24-Apr-20,76.85
Algeria,DZA,25-Apr-20,76.85
Algeria,DZA,26-Apr-20,76.85
Algeria,DZA,27-Apr-20,76.85
Algeria,DZA,28-Apr-20,76.85
Algeria,DZA,29-Apr-20,76.85
Algeria,DZA,30-Apr-20,76.85
Algeria,DZA,01-May-20,76.85
Algeria,DZA,02-May-20,76.85
Algeria,DZA,03-May-20,76.85
Algeria,DZA,04-May-20,76.85
Algeria,DZA,05-May-20,76.85
Algeria,DZA,06-May-20,76.85
Algeria,DZA,07-May-20,76.85
Algeria,DZA,08-May-20,76.85
Algeria,DZA,09-May-20,76.85
Algeria,DZA,10-May-20,76.85
Algeria,DZA,11-May-20,76.85
Algeria,DZA,12-May-20,87.96
Algeria,DZA,13-May-20,87.96
Algeria,DZA,14-May-20,76.85
Algeria,DZA,15-May-20,76.85
Algeria,DZA,16-May-20,76.85
Algeria,DZA,17-May-20,76.85
Algeria,DZA,18-May-20,76.85
Algeria,DZA,19-May-20,76.85
Algeria,DZA,20-May-20,76.85
Algeria,DZA,21-May-20,76.85
Algeria,DZA,22-May-20,76.85
Algeria,DZA,23-May-20,76.85
Algeria,DZA,24-May-20,76.85
Algeria,DZA,25-May-20,76.85
Algeria,DZA,26-May-20,76.85
Algeria,DZA,27-May-20,76.85
Algeria,DZA,28-May-20,76.85
Algeria,DZA,29-May-20,76.85
Algeria,DZA,30-May-20,76.85
Algeria,DZA,31-May-20,76.85
Algeria,DZA,01-Jun-20,76.85
Algeria,DZA,02-Jun-20,76.85
Algeria,DZA,03-Jun-20,76.85
Algeria,DZA,04-Jun-20,76.85
Algeria,DZA,05-Jun-20,76.85
Algeria,DZA,06-Jun-20,76.85
Algeria,DZA,07-Jun-20,76.85
Algeria,DZA,08-Jun-20,76.85
Algeria,DZA,09-Jun-20,76.85
Algeria,DZA,10-Jun-20,76.85
Algeria,DZA,11-Jun-20,76.85
Algeria,DZA,12-Jun-20,76.85
Algeria,DZA,13-Jun-20,76.85
Algeria,DZA,14-Jun-20,65.74
Algeria,DZA,15-Jun-20,65.74
Algeria,DZA,16-Jun-20,65.74
Algeria,DZA,17-Jun-20,65.74
Algeria,DZA,18-Jun-20,65.74
Algeria,DZA,19-Jun-20,65.74
Algeria,DZA,20-Jun-20,65.74
Algeria,DZA,21-Jun-20,65.74
Algeria,DZA,22-Jun-20,65.74
Algeria,DZA,23-Jun-20,65.74
Algeria,DZA,24-Jun-20,65.74
Algeria,DZA,25-Jun-20,65.74
Algeria,DZA,26-Jun-20,65.74
Algeria,DZA,27-Jun-20,65.74
Algeria,DZA,28-Jun-20,65.74
Algeria,DZA,29-Jun-20,65.74
Algeria,DZA,30-Jun-20,65.74
Algeria,DZA,01-Jul-20,65.74
Algeria,DZA,02-Jul-20,65.74
Algeria,DZA,03-Jul-20,65.74
Algeria,DZA,04-Jul-20,65.74
Algeria,DZA,05-Jul-20,65.74
Algeria,DZA,06-Jul-20,65.74
Algeria,DZA,07-Jul-20,65.74
Algeria,DZA,08-Jul-20,65.74
Algeria,DZA,09-Jul-20,65.74
Algeria,DZA,10-Jul-20,74.07
Algeria,DZA,11-Jul-20,74.07
Algeria,DZA,12-Jul-20,74.07
Algeria,DZA,13-Jul-20,74.07
Algeria,DZA,14-Jul-20,74.07
Algeria,DZA,15-Jul-20,74.07
Algeria,DZA,16-Jul-20,74.07
Algeria,DZA,17-Jul-20,74.07
Algeria,DZA,18-Jul-20,74.07
Algeria,DZA,19-Jul-20,74.07
Algeria,DZA,20-Jul-20,74.07
Algeria,DZA,21-Jul-20,74.07
Algeria,DZA,22-Jul-20,74.07
Algeria,DZA,23-Jul-20,74.07
Algeria,DZA,24-Jul-20,74.07
Algeria,DZA,25-Jul-20,74.07
Algeria,DZA,26-Jul-20,74.07
Algeria,DZA,27-Jul-20,79.63
Algeria,DZA,28-Jul-20,79.63
Algeria,DZA,29-Jul-20,79.63
Algeria,DZA,30-Jul-20,79.63
Algeria,DZA,31-Jul-20,79.63
Algeria,DZA,01-Aug-20,79.63
Algeria,DZA,02-Aug-20,79.63
Algeria,DZA,03-Aug-20,79.63
Algeria,DZA,04-Aug-20,79.63
Algeria,DZA,05-Aug-20,79.63
Algeria,DZA,06-Aug-20,79.63
Algeria,DZA,07-Aug-20,79.63
Andorra,AND,01-Jan-20,0
Andorra,AND,02-Jan-20,0
Andorra,AND,03-Jan-20,0
Andorra,AND,04-Jan-20,0
Andorra,AND,05-Jan-20,0
Andorra,AND,06-Jan-20,0
Andorra,AND,07-Jan-20,0
Andorra,AND,08-Jan-20,0
Andorra,AND,09-Jan-20,0
Andorra,AND,10-Jan-20,0
Andorra,AND,11-Jan-20,0
Andorra,AND,12-Jan-20,0
Andorra,AND,13-Jan-20,0
Andorra,AND,14-Jan-20,0
Andorra,AND,15-Jan-20,0
Andorra,AND,16-Jan-20,0
Andorra,AND,17-Jan-20,0
Andorra,AND,18-Jan-20,0
Andorra,AND,19-Jan-20,0
Andorra,AND,20-Jan-20,0
Andorra,AND,21-Jan-20,0
Andorra,AND,22-Jan-20,0
Andorra,AND,23-Jan-20,0
Andorra,AND,24-Jan-20,0
Andorra,AND,25-Jan-20,0
Andorra,AND,26-Jan-20,0
Andorra,AND,27-Jan-20,0
Andorra,AND,28-Jan-20,0
